"species","decimalLongitude","decimalLatitude","issues","countryCode","occurrenceStatus","coordinateUncertaintyInMeters","institutionCode","gbifID","references","basisOfRecord","year","month","day","eventDate","geodeticDatum","datasetName","catalogNumber"
"Amorpha canescens",-92.540736,44.491938,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265470038","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28243","PRESERVED_SPECIMEN",1988,6,15,"1988-06-15","WGS84",NA,"818336"
"Amorpha canescens",-96.646948,45.421214,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265470694","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28239","PRESERVED_SPECIMEN",1988,7,26,"1988-07-26","WGS84",NA,"816073"
"Amorpha canescens",-85.73563,42.22286,"","US","PRESENT",969,"MICH","1988811795",NA,"PRESERVED_SPECIMEN",1988,8,21,"1988-08-21","WGS84",NA,"1318702"
"Amorpha canescens",-106.299078,35.778598,"cdc,cdround,colmafu,inmafu","US","PRESENT",1000,"UNM","1843822661","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=4033001","PRESERVED_SPECIMEN",1988,8,8,"1988-08-08","WGS84",NA,"UNM0142578"
"Amorpha canescens",-102.875736,36.854342,"cdc,ambinst","US","PRESENT",1000,"COLO","2573383788","https://botanydb.colorado.edu/collections/individual/index.php?occid=172975","PRESERVED_SPECIMEN",1988,9,24,"1988-09-24","WGS84",NA,"01548858"
"Amorpha canescens",-99.085974,40.96945,"ambcol","US","PRESENT",290,"KU","233096791",NA,"PRESERVED_SPECIMEN",1987,7,16,"1987-07-16","WGS84","R. L. McGregor Herbarium Vascular Plants Collection","155127"
"Amorpha canescens",-103.416218,43.618661,"cdc,cdround,inmafu","US","PRESENT",600,"RSA","2989954323","https://cch2.org/portal/collections/individual/index.php?occid=3950093","PRESERVED_SPECIMEN",1987,7,29,"1987-07-29","WGS84",NA,"RSA0205596"
"Amorpha canescens",-95.080251,45.477387,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265468322","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28231","PRESERVED_SPECIMEN",1986,6,30,"1986-06-30","WGS84",NA,"793933"
"Amorpha canescens",-93.747081,45.379018,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265468296","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28232","PRESERVED_SPECIMEN",1986,7,12,"1986-07-12","WGS84",NA,"795905"
"Amorpha canescens",-92.791852,44.927188,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265470991","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28240","PRESERVED_SPECIMEN",1986,7,15,"1986-07-15","WGS84",NA,"816212"
"Amorpha canescens",-106.279463,35.793539,"cdc,colmafu,inmafu,diffown","US","PRESENT",300,"UNM","2423865569","https://swbiodiversity.org/seinet/collections/individual/index.php?occid=4570253","PRESERVED_SPECIMEN",1986,7,11,"1986-07-11","WGS84",NA,"UNM0131590"
"Amorpha canescens",-98.233227,49.203446,"osiic,colmano,inmafu","CA","PRESENT",569,"University of Alberta Museums","883406119","https://search.museums.ualberta.ca/12-100788","PRESERVED_SPECIMEN",1986,7,1,"1986-07-01","WGS84","University of Alberta Vascular Plant Herbarium (ALTA-VP)","121077"
"Amorpha canescens",-103.942835,44.740847,"cdc,inmafu","US","PRESENT",969,"BHSC","3023458216","https://ngpherbaria.org/portal/collections/individual/index.php?occid=27112954","PRESERVED_SPECIMEN",1986,9,14,"1986-09-14","WGS84",NA,"BHSC0016846"
"Amorpha canescens",-97.94245,38.831222,"ambcol","US","PRESENT",570,"KU","176874042",NA,"PRESERVED_SPECIMEN",1985,6,12,"1985-06-12","WGS84","R. L. McGregor Herbarium Vascular Plants Collection","2683"
"Amorpha canescens",-93.654586,44.691524,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265468479","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28214","PRESERVED_SPECIMEN",1985,6,30,"1985-06-30","WGS84",NA,"776299"
"Amorpha canescens",-96.429592,44.681835,"cdc,cdround,gass84,ambcol","US","PRESENT",800,"MIN","2265470447","https://bellatlas.umn.edu:443/collections/individual/index.php?occid=28227","PRESERVED_SPECIMEN",1985,8,14,"1985-08-14","WGS84",NA,"787747"
"Amorpha canescens",-96.7787,44.0301,"cdc,ambinst","US","PRESENT",969,"SDSU","3454991203","https://ngpherbaria.org/portal/collections/individual/index.php?occid=21137954","PRESERVED_SPECIMEN",1984,5,30,"1984-05-30","WGS84",NA,"0015990"
"Amorpha canescens",-96.705294,44.895264,"cdc,ambinst","US","PRESENT",556,"SDSU","3454991206","https://ngpherbaria.org/portal/collections/individual/index.php?occid=21137955","PRESERVED_SPECIMEN",1984,6,4,"1984-06-04","WGS84",NA,"0015991"
